Foundation_rank,HeatingQC_rank,ExterQual_rank,CentralAir_rank,PavedDrive_rank,HouseStyle_rank,Exterior2nd_rank,Neighborhood_rank,KitchenAbvGr,EnclosedPorch,ExterCond_rank,Exterior1st_rank,MSZoning_rank,KitchenQual_rank,BldgType_rank,Functional_rank,Heating_rank,MSSubClass,OverallCond,Condition1_rank,Street_rank,YrSold,LowQualFinSF,MiscVal,BsmtHalfBath,Utilities_rank,BsmtFinSF2,Condition2_rank,RoofMatl_rank,3SsnPorch,MoSold,LandSlope_rank,SaleType_rank,LandContour_rank,PoolArea,LotConfig_rank,ScreenPorch,SaleCondition_rank,RoofStyle_rank,BedroomAbvGr,BsmtUnfSF,BsmtFullBath,LotArea,LotShape_rank,HalfBath,OpenPorchSF,2ndFlrSF,WoodDeckSF,BsmtFinSF1,Fireplaces,YearRemodAdd,YearBuilt,TotRmsAbvGrd,FullBath,1stFlrSF,TotalBsmtSF,GarageArea,GarageCars,GrLivArea,OverallQual
1,1,1,1,1,2,8,2,1,0,2,5,1,3,4,1,1,120,5,1,1,2006,0,0,0,1,1057,1,1,0,4,1,1,1,0,4,216,1,2,2,0,1,9549,2,1,30,0,0,437,1,1996,1995,6,1,1494,1494,481,2,1494,8
1,1,1,1,1,2,1,6,1,0,1,1,1,3,1,1,1,20,5,1,1,2008,0,0,0,1,0,1,1,0,8,1,2,1,0,1,0,3,1,2,1498,0,14587,2,0,174,0,0,0,1,2008,2008,6,2,1506,1498,592,2,1506,9
2,3,2,1,1,1,4,7,1,156,1,4,1,2,1,1,1,60,5,1,1,2010,0,500,0,1,0,1,1,0,3,1,1,1,0,1,0,1,1,3,586,0,10421,1,1,66,734,228,394,1,1988,1988,7,2,980,980,496,2,1714,7
2,1,2,1,1,3,1,5,1,156,1,1,1,2,1,5,1,50,7,1,1,2008,0,1300,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,4,323,1,12508,2,0,0,767,245,660,0,1985,1940,7,2,983,983,423,1,1750,6
1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,10,1,1,1,0,1,0,1,2,3,1836,0,9100,1,0,33,0,120,24,1,2005,2004,8,2,1836,1860,484,2,1836,7
1,1,3,1,1,1,3,19,1,0,1,7,1,3,1,5,1,60,5,1,1,2010,0,0,0,1,0,1,1,0,6,2,1,4,0,4,210,1,2,4,234,1,53504,3,1,36,1589,503,1416,1,2003,2003,12,3,1690,1650,841,3,3279,8
2,3,2,1,1,5,6,10,1,0,1,3,1,2,1,1,1,85,5,1,1,2009,0,0,0,1,0,1,1,0,4,1,1,1,0,4,0,1,2,2,173,1,7252,2,0,0,0,120,685,0,1982,1982,5,1,858,858,576,2,858,5
2,3,2,1,1,2,6,16,1,0,1,3,1,2,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,4,1,3,1,0,1,0,1,1,2,0,0,8877,1,0,0,0,0,836,0,1951,1951,6,1,1220,836,396,2,1220,4
2,3,2,1,1,6,5,16,1,0,1,8,1,2,1,1,1,80,5,1,1,2010,0,0,0,1,127,1,1,0,3,1,1,1,0,1,0,2,1,3,480,1,7819,1,0,0,0,144,422,1,1976,1976,6,1,1117,1029,672,2,1117,6
2,1,2,1,1,2,6,12,1,0,1,3,1,2,1,1,1,20,5,2,1,2007,0,0,0,1,0,1,1,0,7,1,3,1,0,1,0,1,1,2,456,0,10150,1,0,0,0,0,456,0,1958,1958,5,1,912,912,275,1,912,5
1,2,1,1,1,2,1,11,1,0,1,1,1,1,1,1,1,20,5,1,1,2007,0,0,0,1,0,1,1,0,7,1,2,1,0,3,0,3,2,3,1935,0,14226,1,0,45,0,315,0,1,2006,2006,9,2,1973,1935,895,3,1973,8
1,1,2,1,1,2,1,5,1,0,1,1,2,2,4,1,1,120,5,1,1,2009,0,0,0,1,0,1,1,0,6,1,1,1,0,2,0,1,2,2,338,1,4500,1,0,247,0,0,866,0,1998,1998,5,2,1204,1204,412,2,1204,6
1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,7,1,2,1,0,1,0,3,1,3,1594,0,11210,2,0,59,0,144,20,0,2006,2005,7,2,1614,1614,865,3,1614,7
2,3,2,1,1,2,5,10,1,0,1,4,1,2,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,2,3,102,1,13350,2,0,0,0,241,762,1,1974,1974,5,1,894,864,440,2,894,5
5,3,2,1,1,2,5,13,2,0,1,8,5,2,3,1,1,90,5,2,1,2007,0,0,0,1,0,1,1,0,10,1,1,1,0,1,0,1,1,4,0,0,8400,1,0,0,0,0,0,2,1977,1977,10,2,2020,0,630,2,2020,5
2,3,2,1,1,5,12,5,1,0,1,8,1,2,3,1,1,90,5,1,1,2006,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,2,0,1,10530,1,0,0,0,0,975,0,1977,1977,4,1,1004,975,504,2,1004,6
1,2,2,1,1,2,4,18,1,0,1,4,1,2,1,1,1,20,5,1,1,2007,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,1237,0,7875,1,0,21,0,220,0,1,1996,1995,6,2,1253,1237,402,2,1253,7
1,1,1,1,1,1,1,13,1,0,2,1,1,1,1,1,1,60,5,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,374,0,7153,1,1,124,793,0,387,0,1992,1992,7,2,810,761,484,2,1603,6
1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,1413,0,16285,3,0,33,0,0,0,0,2002,2001,6,2,1430,1413,605,2,1430,7
1,1,2,1,1,5,5,5,1,0,2,8,1,1,1,1,1,85,6,1,1,2009,0,0,0,1,0,1,1,0,7,1,1,1,0,3,0,1,1,1,0,1,9101,2,0,30,0,303,1097,1,1978,1978,4,1,1110,1097,602,2,1110,5
2,1,2,1,1,7,3,8,1,134,1,3,2,2,1,1,1,75,6,1,1,2008,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,742,0,6300,1,0,291,742,0,0,1,2001,1914,9,2,742,742,0,0,1484,6
2,3,2,1,1,2,6,7,1,0,1,5,1,2,1,1,1,20,5,2,1,2009,0,0,0,1,630,1,1,0,9,1,1,1,0,1,197,1,1,3,491,0,9790,1,0,0,0,0,251,1,1967,1967,7,2,1342,1372,457,2,1342,6
1,3,2,1,1,3,2,8,1,196,2,2,2,2,1,1,1,50,6,4,1,2010,0,1200,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,4,0,1,10800,1,0,0,686,0,686,0,1950,1915,7,2,966,686,416,1,1652,5
1,1,1,1,1,1,1,13,1,0,1,1,1,1,1,1,1,60,5,1,1,2010,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,4,300,1,10142,2,1,45,1128,0,656,0,2004,2004,8,2,956,956,618,2,2084,7
2,1,2,1,1,2,2,8,1,0,1,2,2,2,1,1,1,20,7,1,1,2008,0,0,0,1,0,1,1,0,8,1,1,1,0,3,0,1,1,2,901,0,6000,1,0,0,0,0,0,0,2000,1954,4,1,901,901,281,1,901,4
2,2,2,1,1,1,4,20,1,0,1,4,1,1,1,1,1,60,8,1,1,2007,0,0,0,1,0,1,1,0,7,1,1,3,0,1,0,1,1,5,264,0,12205,2,1,168,1111,133,568,0,2007,1966,9,2,976,832,444,2,2087,6
1,1,1,1,1,2,1,22,1,0,1,1,1,1,4,1,1,120,5,1,1,2009,0,0,0,1,0,1,1,0,9,1,1,1,0,1,0,1,1,2,1129,0,3182,1,0,16,0,100,16,1,2006,2005,5,2,1145,1145,397,2,1145,7
1,3,2,1,1,6,4,5,1,0,1,4,1,2,1,1,1,80,5,1,1,2007,0,0,0,1,0,1,1,0,5,1,1,1,0,3,0,1,1,3,490,1,11333,2,0,0,0,120,539,2,1976,1976,5,1,1062,1029,539,2,1062,6
1,1,1,1,1,1,2,4,1,0,1,2,1,2,1,1,1,60,5,1,1,2007,0,0,0,1,0,1,1,0,6,1,1,1,0,4,0,1,1,3,255,1,9920,2,1,130,886,180,862,1,1997,1996,8,2,1127,1117,455,2,2013,7
1,1,1,1,1,2,7,6,1,0,1,7,1,1,1,1,1,20,5,1,1,2007,0,0,0,1,0,1,1,0,6,1,2,1,0,1,0,3,1,3,1496,0,9158,1,0,130,0,168,0,0,2007,2007,7,2,1496,1496,474,2,1496,8
1,1,1,1,1,1,2,18,1,0,1,2,1,1,1,1,1,60,5,1,1,2008,0,500,0,1,0,1,1,0,10,1,1,1,0,3,0,1,1,3,712,0,10832,2,1,46,809,143,0,1,1996,1994,7,2,1086,712,409,2,1895,7
2,3,2,1,1,1,4,13,1,0,1,4,1,2,1,1,1,60,6,1,1,2010,0,0,0,1,0,1,1,0,4,1,1,1,0,1,204,1,1,3,650,0,8400,1,1,50,676,0,0,1,1981,1980,7,2,888,650,476,2,1564,6
2,1,2,1,1,2,5,10,1,0,1,8,1,2,1,1,1,20,5,1,1,2007,0,0,0,1,0,1,1,0,4,1,1,1,0,1,0,1,1,3,660,0,8197,1,1,0,0,138,0,1,1977,1977,7,1,1285,660,528,2,1285,6
2,2,2,1,1,2,1,12,1,0,1,1,1,2,1,1,1,20,5,1,1,2008,0,0,0,1,0,1,1,0,4,1,1,1,0,1,0,2,1,2,203,0,7677,1,0,0,0,0,570,0,1953,1953,4,1,773,773,240,1,773,5
1,1,3,1,1,1,1,11,1,0,1,1,1,3,1,1,1,60,5,1,1,2009,0,0,0,1,0,1,1,0,7,1,2,1,0,1,0,3,2,4,1926,0,13518,1,1,78,1174,144,0,2,2009,2008,11,3,1966,1926,820,3,3140,9
3,1,2,1,1,3,6,24,1,264,1,3,1,1,1,1,1,50,7,2,1,2007,0,0,0,1,0,1,1,0,6,1,1,1,0,3,0,1,1,3,162,1,7200,1,1,0,787,0,569,2,1950,1937,7,1,981,731,240,1,1768,5
1,2,2,1,1,1,1,20,1,185,1,1,1,1,1,1,1,60,5,2,1,2008,0,400,0,1,0,1,1,0,5,2,1,4,0,1,0,1,1,4,154,1,12798,2,1,114,1072,403,462,0,1997,1997,8,2,616,616,603,2,1688,6
2,1,2,1,1,2,2,14,1,0,1,2,2,2,1,1,1,30,7,1,1,2007,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,2,999,1,4800,1,0,0,0,0,197,0,1990,1916,5,1,1196,1196,440,2,1196,4
1,1,1,1,1,1,3,1,1,0,1,6,1,1,1,1,1,60,5,1,1,2008,0,0,0,1,0,1,1,0,10,1,1,1,0,1,0,1,1,3,80,1,8199,1,1,18,728,36,648,1,2005,2005,7,2,728,728,410,2,1456,7
1,1,3,1,1,1,1,11,1,0,1,1,1,3,1,1,1,60,5,1,1,2009,0,0,0,1,0,1,1,0,1,1,2,1,0,1,192,3,2,4,1734,0,13891,1,1,170,1088,52,0,1,2009,2008,12,3,1734,1734,1020,3,2822,9
2,3,2,1,1,2,6,12,1,0,1,3,1,2,1,2,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,6,1,2,124,0,9000,1,0,0,0,0,812,0,1954,1954,5,1,1128,936,286,1,1128,5
1,1,1,1,1,2,1,6,1,0,1,1,1,3,1,1,1,20,5,1,1,2008,0,0,0,1,0,1,1,0,7,1,2,1,0,2,0,3,1,3,1417,0,12274,2,0,60,0,0,0,0,2008,2008,6,2,1428,1417,554,2,1428,7
1,2,2,1,1,6,1,12,1,0,1,1,1,2,1,1,1,80,5,1,1,2006,0,0,0,1,480,1,1,0,10,1,1,1,0,1,0,1,1,3,100,0,9750,1,0,0,0,68,400,0,1967,1967,6,2,980,980,384,1,980,5
2,1,2,1,1,1,6,9,1,0,1,3,1,1,1,1,1,70,6,1,1,2009,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,3,15,2,21384,1,1,312,504,0,1309,1,2004,1923,6,1,1072,1324,528,2,1576,5
2,3,2,1,1,6,1,12,1,0,1,1,1,2,1,1,1,80,5,1,1,2006,0,0,0,1,128,1,1,0,6,1,1,1,0,1,0,1,1,3,380,1,13400,1,0,0,0,0,516,1,1966,1966,6,1,1086,1024,484,2,1086,5
1,3,2,2,2,7,10,8,3,0,1,9,2,2,1,1,1,75,5,1,1,2009,0,0,0,1,0,1,1,0,11,1,1,1,0,3,0,1,2,2,849,0,8100,1,0,156,1063,40,0,0,1965,1898,11,2,1075,849,360,2,2138,5
2,4,2,1,1,2,4,7,1,0,1,4,1,1,1,1,1,20,6,1,1,2006,0,0,0,1,377,1,1,0,1,1,1,1,648,1,0,1,2,3,0,1,10140,1,1,0,0,265,663,1,1999,1974,5,1,1309,1040,484,2,1309,6
1,1,1,1,1,2,1,1,1,0,1,1,2,1,4,1,1,120,5,1,1,2008,0,0,0,1,0,1,1,0,6,1,4,1,0,1,0,1,1,1,186,1,4438,1,0,0,0,140,662,1,2004,2004,4,1,848,848,420,2,848,6
2,3,4,2,2,2,6,14,1,0,1,3,3,4,1,1,1,20,5,1,2,2010,0,54,0,1,0,1,1,0,6,2,1,2,0,1,0,5,2,2,540,0,8712,1,0,0,0,0,0,0,1952,1952,4,1,1044,540,504,2,1044,5
2,2,2,1,1,2,2,12,1,275,1,2,1,2,1,1,1,20,6,1,1,2007,0,500,0,1,0,1,1,0,4,1,3,1,0,1,0,1,1,4,834,0,9750,1,1,0,0,0,608,0,1958,1958,7,1,1442,1442,301,1,1442,6
3,2,2,1,3,3,9,16,1,96,1,10,1,4,1,1,2,50,7,1,1,2006,0,0,1,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,686,0,8248,1,1,0,564,207,0,0,1950,1918,7,1,686,686,280,1,1250,5
1,1,2,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,5,1,1,2010,0,0,0,1,0,1,1,0,5,1,1,1,0,4,0,1,1,3,1649,0,12137,3,0,34,0,0,0,0,1998,1998,6,2,1661,1649,598,2,1661,7
2,2,2,1,1,2,8,12,1,120,1,5,1,2,1,1,1,20,6,1,1,2006,0,0,0,1,0,1,1,0,7,1,1,1,0,3,0,1,1,2,522,0,11425,2,0,0,0,0,486,1,1954,1954,4,1,1008,1008,275,1,1008,5
1,1,1,1,1,2,7,5,1,0,1,7,1,1,1,1,1,20,5,1,1,2008,0,0,0,1,0,1,1,0,7,1,1,1,0,4,0,1,2,3,350,1,13265,2,0,59,0,150,1218,2,2002,2002,7,2,1689,1568,857,3,1689,8
2,2,2,1,1,6,4,20,1,0,1,4,1,2,1,1,1,80,7,1,1,2010,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,506,1,8816,1,0,0,0,0,504,0,1971,1971,6,1,1052,1010,440,2,1052,6
1,1,1,1,1,2,1,11,1,0,1,1,1,1,4,1,1,120,5,1,1,2010,0,0,0,1,0,1,1,0,6,1,2,1,0,1,0,3,1,2,625,1,6371,2,0,35,0,192,733,1,2010,2009,6,2,1358,1358,484,2,1358,7
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,60,5,1,1,2008,0,0,0,1,0,1,1,0,6,1,1,1,0,4,0,1,1,3,798,0,7226,2,1,45,842,0,0,0,2003,2003,6,2,798,798,595,2,1640,7
2,3,4,2,1,2,2,8,1,112,1,2,2,2,2,4,1,20,4,1,1,2009,0,0,0,1,0,1,1,0,2,2,1,2,0,1,0,1,1,2,936,0,6000,1,0,32,0,0,0,0,1953,1953,4,1,936,936,576,2,936,4
1,1,1,1,1,1,1,18,1,0,1,1,1,1,1,1,1,60,5,1,1,2007,0,0,0,1,0,1,1,0,10,1,1,1,0,3,0,6,1,3,847,0,12394,2,1,48,886,100,0,1,2003,2003,7,2,847,847,433,2,1733,7
3,3,2,1,1,3,1,24,1,0,1,1,1,2,1,1,1,50,7,1,1,2009,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,778,0,9900,1,0,0,545,335,0,1,1950,1940,7,2,944,778,240,1,1489,6
1,1,1,1,1,2,1,6,1,0,1,1,4,1,1,1,1,20,5,1,1,2006,0,0,0,1,0,1,1,0,6,1,2,1,0,1,0,3,1,3,1489,0,11216,1,0,140,0,0,0,1,2006,2006,7,2,1489,1489,776,2,1489,8
1,1,3,1,1,2,7,11,1,0,1,7,1,3,1,1,1,20,5,3,1,2008,0,0,0,1,0,5,1,0,6,1,2,1,0,1,0,3,2,2,442,1,14803,1,0,45,0,188,1636,1,2008,2007,7,2,2084,2078,1220,3,2084,10
3,2,2,1,1,4,2,9,1,116,1,2,2,1,1,1,1,45,6,1,1,2008,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,2,0,1,6130,1,0,0,0,0,784,0,1950,1924,5,1,784,784,0,0,784,5
1,1,1,1,1,2,1,13,1,0,1,1,1,1,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,4,1,1,1,0,1,0,1,1,3,1434,0,8529,2,0,39,0,290,20,1,2001,2001,6,2,1434,1454,527,2,1434,7
1,3,2,1,1,1,5,20,1,0,1,8,1,2,1,4,1,60,5,1,1,2009,0,0,1,1,764,1,6,0,6,3,1,3,0,4,225,2,5,3,0,0,28698,3,1,0,966,486,249,0,1967,1967,7,2,1160,1013,538,2,2126,5
1,1,1,1,1,1,2,6,1,0,1,2,4,1,5,1,1,160,5,1,1,2006,80,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,2,600,0,2544,1,1,166,623,0,0,0,2005,2005,4,2,520,600,480,2,1223,7
2,3,2,1,1,2,4,12,1,0,1,4,1,2,1,1,1,20,5,1,1,2008,0,0,0,1,0,1,1,0,6,1,1,1,0,3,192,1,1,3,352,1,11900,2,1,0,0,0,1040,2,1957,1957,6,1,1392,1392,458,2,1392,6
1,1,2,1,1,1,2,6,1,0,1,2,4,1,4,1,1,160,5,1,1,2006,80,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,2,600,0,3180,1,1,166,600,0,0,0,2005,2005,4,2,520,600,480,2,1200,7
1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,60,6,1,1,2010,0,0,0,1,0,1,1,0,1,1,1,1,0,4,0,1,1,3,458,1,9548,2,1,39,888,192,483,1,2003,2003,7,2,941,941,613,2,1829,7
2,3,2,1,1,2,5,12,1,0,1,4,1,2,1,1,1,20,6,1,1,2009,0,0,0,1,345,1,1,0,2,1,1,1,0,1,152,1,1,3,975,0,10004,1,1,0,0,0,196,0,1964,1964,6,1,1516,1516,472,2,1516,6
2,2,2,1,1,2,1,12,1,0,1,1,1,2,1,1,1,20,6,1,1,2008,0,0,0,1,0,1,1,0,9,1,1,1,0,1,0,1,1,3,572,1,7875,1,0,0,0,0,572,0,1961,1961,6,1,1144,1144,456,2,1144,5
2,3,2,1,1,2,4,10,1,0,1,1,1,1,1,4,1,20,7,1,1,2010,0,0,0,1,0,1,1,0,2,1,1,1,0,1,0,1,1,2,625,0,9600,1,0,0,0,290,442,0,1995,1950,4,2,1067,1067,436,2,1067,4
3,2,2,1,1,2,1,8,1,230,1,1,2,2,1,4,1,30,6,1,1,2007,0,0,0,1,0,1,1,0,6,1,3,1,0,1,0,1,1,2,1221,1,8100,1,0,116,0,0,338,0,1973,1948,5,1,1559,1559,812,2,1559,5
2,3,2,1,1,1,4,23,1,0,1,4,2,2,5,1,1,160,5,1,1,2008,0,0,0,1,0,1,1,0,11,1,1,1,0,1,0,1,1,2,153,1,1680,1,1,0,504,0,330,0,1973,1973,5,1,483,483,264,1,987,6
1,1,2,1,1,2,1,1,1,0,1,1,1,1,1,1,1,20,6,1,1,2008,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,1099,0,9525,1,1,0,0,278,0,0,2006,1995,6,1,1099,1099,352,1,1099,5
2,1,2,1,1,3,2,16,1,0,1,2,1,2,1,1,1,50,6,1,1,2008,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,3,416,0,11767,1,0,0,432,0,352,0,1995,1946,6,1,768,768,240,1,1200,5
3,3,2,2,3,1,6,24,1,254,1,3,5,4,1,1,1,70,8,1,1,2008,0,0,0,1,0,1,1,0,3,1,1,1,0,1,0,1,1,4,516,0,12155,2,0,0,672,0,156,0,1950,1925,7,2,810,672,400,1,1482,6
1,2,2,1,3,1,2,8,1,68,1,2,2,1,1,1,1,70,8,1,1,2008,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,650,0,10440,1,0,78,581,70,0,1,2002,1904,8,2,958,650,686,2,1539,5
2,3,2,1,1,6,4,12,1,0,1,4,1,2,1,1,1,80,7,1,1,2008,0,0,0,1,539,1,1,0,5,1,1,1,0,1,0,1,1,3,276,1,9020,1,1,129,0,0,312,0,1966,1966,6,1,1165,1127,490,2,1165,6
2,1,2,2,1,2,8,12,2,0,1,5,1,2,3,1,1,90,4,4,1,2007,0,0,0,1,0,1,1,0,7,1,1,1,0,3,0,1,1,6,1800,0,8000,1,0,0,0,0,0,0,1961,1961,10,2,1800,1800,0,0,1800,5
3,2,2,1,1,3,6,8,1,194,1,3,2,2,1,1,1,50,8,4,1,2008,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,4,876,0,12665,2,1,0,540,418,0,1,1950,1915,7,1,876,876,720,3,1416,5
2,3,2,1,1,5,4,10,1,0,1,4,1,2,1,4,1,85,5,5,1,2007,0,0,0,1,0,1,1,0,1,1,1,1,0,4,0,1,1,3,0,1,16647,2,0,0,0,0,1390,2,1981,1975,6,2,1701,1390,611,2,1701,5
1,1,1,1,1,1,4,13,1,192,1,4,1,1,1,1,1,60,5,1,1,2009,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,1,3,227,1,9317,1,1,72,769,234,513,1,1993,1993,7,2,1006,740,425,2,1775,7
2,1,2,1,1,2,5,1,1,0,1,4,1,2,1,1,1,20,6,1,1,2009,0,0,0,1,0,1,1,0,8,1,1,1,0,4,0,1,1,3,404,1,15523,2,0,0,0,0,460,1,1972,1972,5,1,864,864,338,1,864,5
3,3,2,1,1,3,6,20,1,0,1,3,1,2,1,1,1,50,8,1,1,2008,0,0,0,1,0,1,1,0,9,1,1,2,0,1,175,1,1,5,907,0,45600,3,0,40,1051,486,0,1,1997,1908,10,3,1307,907,360,2,2358,6
2,1,1,1,1,6,5,2,1,0,2,8,1,2,1,1,1,80,7,2,1,2007,0,0,0,1,0,1,1,0,8,1,1,1,0,2,0,1,2,3,528,0,9600,1,1,100,761,113,0,1,1994,1976,7,2,1094,528,512,2,1855,6
1,1,1,1,1,2,1,1,1,0,1,1,2,1,4,1,1,120,5,1,1,2007,0,0,0,1,0,1,1,0,11,1,1,1,0,1,0,1,1,1,189,1,4435,1,0,0,0,140,659,0,2003,2003,3,1,848,848,420,2,848,6
1,1,1,1,1,2,1,22,1,0,1,1,1,1,4,1,1,120,5,1,1,2006,0,0,0,1,0,1,1,0,5,1,1,1,0,1,0,1,1,2,1273,0,3196,1,0,20,0,143,0,1,2003,2003,7,2,1456,1273,400,2,1456,8
2,2,2,1,1,7,2,3,1,0,2,2,1,2,1,1,1,75,5,1,1,2007,0,0,0,1,0,1,1,0,8,1,1,1,0,1,126,1,1,4,554,0,7128,1,0,0,728,0,364,2,1950,1941,7,2,918,918,240,1,1646,7
2,3,2,1,1,6,4,12,1,0,2,2,1,2,1,1,1,80,6,1,1,2009,0,0,0,1,0,1,1,0,8,1,1,1,0,3,0,1,1,3,563,0,12095,2,1,0,0,180,564,1,1964,1964,7,1,1445,1127,645,2,1445,6
2,3,2,1,1,2,5,10,1,0,1,3,1,2,1,1,1,20,4,1,1,2006,0,0,0,1,1085,1,1,0,7,1,1,1,0,1,312,2,2,3,372,1,17920,1,1,418,0,0,306,1,1974,1955,6,1,1779,1763,454,2,1779,5
2,1,2,1,1,2,4,10,1,0,2,4,1,2,1,1,1,20,8,1,1,2010,0,0,0,1,0,1,1,0,4,1,1,1,0,3,0,1,1,3,381,1,6897,2,1,104,0,0,659,0,2010,1962,6,1,1040,1040,260,1,1040,5
2,3,2,1,1,6,4,1,1,34,1,8,1,2,1,1,1,80,6,1,1,2008,0,0,0,1,435,1,1,0,10,2,1,3,0,1,0,1,1,3,0,1,10970,2,0,0,0,0,505,0,1978,1978,5,1,1026,940,576,2,1026,6
1,2,2,1,1,1,4,18,1,0,1,4,1,2,1,1,1,60,5,1,1,2009,0,0,0,1,0,1,1,0,3,1,1,1,0,1,0,1,1,3,702,0,8125,1,1,36,779,0,0,1,1995,1994,6,2,702,702,343,2,1481,6
2,3,2,1,1,2,4,7,1,0,1,4,1,2,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,6,1,3,1090,0,10400,1,0,0,0,0,0,1,1976,1976,6,2,1370,1090,479,2,1370,7
2,3,2,1,1,1,4,7,1,0,1,4,1,1,1,1,1,60,7,8,1,2006,0,0,0,1,0,1,1,0,8,1,1,1,0,3,222,1,1,4,435,1,11029,2,1,65,1142,0,619,1,1984,1968,9,2,1512,1054,619,2,2654,6
3,2,1,1,1,3,6,3,1,0,1,3,1,1,1,1,1,50,8,1,1,2007,0,0,0,1,0,1,1,0,6,1,1,1,0,3,0,1,1,3,912,0,7642,1,1,240,514,0,0,1,1998,1918,7,1,912,912,216,1,1426,7
1,1,2,1,1,2,4,10,1,0,1,8,1,2,2,1,1,190,4,1,1,2010,0,0,0,1,0,1,1,0,4,1,1,1,0,1,0,1,2,3,198,1,11625,1,1,0,0,0,841,0,1965,1965,6,1,1039,1039,504,2,1039,5
1,3,2,1,1,2,5,13,1,0,1,4,1,2,1,1,1,20,5,1,1,2010,0,0,0,1,0,1,1,0,5,1,1,1,0,3,0,1,2,3,702,0,9672,1,0,0,0,0,338,0,1985,1984,6,2,1097,1040,480,2,1097,6
2,3,2,1,1,2,5,12,1,0,1,5,1,2,1,1,1,20,5,1,1,2009,0,0,0,1,0,1,1,0,7,1,1,1,0,1,0,1,2,3,0,1,7931,1,0,0,0,0,1148,0,1959,1959,6,1,1148,1148,672,1,1148,5
1,1,1,1,1,2,1,6,1,0,1,1,4,1,1,1,1,20,5,1,1,2008,0,0,0,1,0,1,1,0,5,1,2,1,0,1,0,3,1,3,1372,0,8640,1,0,140,0,0,0,0,2008,2007,6,2,1372,1372,529,2,1372,7
2,3,2,1,1,2,2,12,1,0,1,2,1,2,1,1,1,20,6,1,1,2009,0,0,0,1,0,1,1,0,8,1,1,1,0,1,0,1,1,3,174,1,8750,2,0,0,0,0,828,0,1970,1970,5,1,1002,1002,902,2,1002,5
1,1,1,1,1,2,1,17,1,0,1,1,1,1,1,1,1,20,5,1,1,2007,0,0,0,1,0,1,1,0,11,1,2,4,0,1,0,3,1,3,1638,0,10656,2,0,80,0,192,0,1,2007,2006,6,2,1646,1638,870,3,1646,8
2,3,2,1,1,2,1,10,1,0,1,1,1,4,1,1,1,20,5,2,1,2007,0,400,0,1,0,1,1,0,5,1,1,1,0,3,0,1,1,3,108,1,6970,1,1,0,0,168,932,0,1961,1961,5,1,1120,1040,544,2,1120,4
5,2,2,1,3,1,5,18,1,0,1,8,1,2,1,1,1,60,6,2,1,2006,53,0,0,1,0,1,1,0,5,1,1,1,0,3,0,1,1,2,0,0,14762,3,0,144,720,120,0,1,1950,1948,7,2,1547,0,672,2,2320,5
1,1,1,1,1,1,2,13,1,0,1,2,1,1,1,1,1,60,5,1,1,2010,0,0,0,1,0,1,1,0,6,1,1,1,0,1,0,1,1,3,300,1,9938,1,1,90,887,156,750,1,1994,1993,8,2,1062,1050,574,2,1949,7
